regions;iso3;deskStudy;name;year;boreal;temperate;tropical;subtropical;1a_forestArea;1a_otherWoodedLand;1a_landArea;1b_naturallyRegeneratingForest;1b_plantedForest;1b_plantationForest;1b_plantationForestIntroduced;1b_otherPlantedForest;1c_primary;1c_tempUnstocked;1c_bamboos;1c_mangroves;1c_rubber;1f_palms;1f_treeOrchards;1f_agroforestry;1f_other;1f_treesUrbanSettings;2a_gs_ha_nat_reg;2a_gs_ha_forest;2a_gs_ha_plantation;2a_gs_ha_planted;2a_gs_ha_owl;2a_gs_ha_other_planted;2a_gs_tot_nat_reg;2a_gs_tot_planted;2a_gs_tot_plantation;2a_gs_tot_other_planted;2a_gs_tot_forest;2a_gs_tot_owl;2b_native_#1;2b_native_#2;2b_native_#3;2b_native_#4;2b_native_#5;2b_native_#6;2b_native_#7;2b_native_#8;2b_native_#9;2b_native_#10;2b_native_remaining;2b_native_total;2b_introduced_#1;2b_introduced_#2;2b_introduced_#3;2b_introduced_#4;2b_introduced_#5;2b_introduced_remaining;2b_introduced_total;2b_total_gs;2c_agb;2c_bgb;2c_dwb;2d_carbon_agb;2d_carbon_bgb;2d_carbon_dw;2d_carbon_litter;2d_carbon_soil;2d_soil_depth_cm;3a_prim_prod;3a_prim_prot;3a_prim_biodiv;3a_prim_socserv;3a_prim_multi;3a_prim_other;3a_prim_no_unknown;3a_tot_prod;3a_tot_prot;3a_tot_biodiv;3a_tot_socserv;3a_tot_other;3b_protected;3b_forMngt;3b_mngtProt;4a_priv_own;4a_individ;4a_bus_inst_fo;4a_indigenous_fo;4a_pub_own;4a_fo_unknown;4b_pub_admin;4b_individuals;4b_bus_inst_mr;4b_indigenous_mr;4b_unknown;5c_y_n;6a_policies_national;6a_policies_sub_national;6a_legislation_national;6a_legislation_sub_national;6a_platform_national;6a_platform_sub_national;6a_traceability_national;6a_traceability_sub_national;6b_pfe_y_n;6b_pfe_area;7b_phd_tot;7b_phd_fem;7b_phd_male;7b_msc_tot;7b_msc_fem;7b_msc_male;7b_ba_tot;7b_ba_fem;7b_ba_male;7b_tech_tot;7b_tech_fem;7b_tech_male;7b_total_tot;7b_total_fem;7b_total_male;7a_employment_tot;7a_employment_fem;7a_employment_male;7a_emp_forestry_tot;7a_emp_forestry_fem;7a_emp_forestry_male;7a_emp_logging_tot;7a_emp_logging_fem;7a_emp_logging_male;7a_emp_nwfp_tot;7a_emp_nwfp_fem;7a_emp_nwfp_male;7a_emp_support_tot;7a_emp_support_fem;7a_emp_support_male
Europe;IRL;;Ireland;2010;0;100;0;0;720.38;47.68;6889;80.8;639.58;639.58;488.48;0;0;11.2;0;0;0;0;0.62;0.01;6.8;;109;131;134;134;;0;8.81;85.7;85.7;0;94.37;;2.2;1.91;1.61;1.62;1;1.16;1.22;1.03;0.34;0.3;0.54;12.93;53.57;8.7;3.64;2.39;2.44;10.66;81.4;94.33;98.21;21.61;39.04;49.11;10.81;19.52;11.26;330.24;100;348.01;;43.53;0.52;;;328.32;348.01;;43.53;0.52;;139.6;526.69;;328.32;;;;392.06;0;384.56;0;7.5;0;;no;yes;no;yes;no;yes;no;yes;no;yes;720.38;1;0;1;1;0;1;30;2;28;19;1;18;51;3;48;2.27;;;0.52;;;0.34;;;0.01;;;1.4;;
Europe;IRL;;Ireland;2015;0;100;0;0;754.67;58.2;6889;96.87;657.8;657.8;488.01;0;0;16.8;0;0;0;0;0.62;0.01;6.8;;110;151;157;157;;0;10.66;103.27;103.27;0;113.96;;3.18;2.09;1.95;1.81;1.78;1.76;1.52;1.06;0.46;0.38;0.43;16.42;66.14;10.03;4.66;3.53;3.03;10.17;97.56;113.98;103.91;22.57;38.38;51.95;11.29;19.19;11.61;325.25;100;347.85;;43.51;0.52;;;362.79;346.68;;43.36;0.52;;141.66;539.22;;364.11;;;;390.56;0;383.06;0;7.5;0;;no;yes;no;yes;no;yes;no;yes;no;yes;754.67;2;1;1;1;0;1;34;2;32;21;0;21;58;3;55;2.34;;;0.59;;;0.36;;;0.01;;;1.37;;
Europe;IRL;;Ireland;2020;0;100;0;0;782.02;65.74;6889;107.8;674.22;674.22;492.42;0;0;14.41;0;0;0;0;0.62;0.05;6.8;;115;156;162;162;;0;12.4;109.22;109.22;0;122;;3.73;2.25;2.15;1.89;2.1;2.06;1.68;1.06;0.53;0.43;0.48;18.36;71.76;10.84;5.14;4;3.3;8.59;103.63;121.99;111.64;23.98;39.23;55.82;11.99;19.61;12.92;325.17;100;347.08;;43.41;0.52;;;391.01;347.08;;43.41;0.52;;145.17;553.59;;;;;;;;;;;;;no;yes;no;yes;no;yes;no;yes;no;yes;782.02;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Asia;IRN;;Iran (Islamic Republic of);1990;0;4;0;96;9076.06;3627.02;162876;8560.38;515.67;515.67;;0;200;;0;25.76;0;0;;;;;47.27;;;;;;404.65;;;;;;132.48;126.2;30.53;30.32;34.17;15.75;5.99;11.45;1.21;16.68;;404.78;0;0;0;0;0;0;0;404.78;130.73;36.24;;61.44;17.03;;;;;1000;7377.06;153;;0;;546;1000;7377.06;;;;;541.73;;0;0;0;0;9076.06;0;9076.06;0;0;0;;yes;yes;yes;yes;yes;yes;yes;no;no;yes;;;;;;;;;;;;;;;;;65.83;4.6;61.23;;;;;;;;;;;;
Asia;IRN;;Iran (Islamic Republic of);2000;0;4;0;96;9325.66;3627.02;162876;8809.98;515.67;515.67;;0;200;;0;25.76;0;0;;;;;46.14;;;;;;406.49;;;;;;123.26;125.25;35.53;27.39;36.35;21.29;9.86;10.61;1.41;15.58;;406.53;0;0;0;0;0;0;0;406.53;137.17;38.02;;64.47;17.87;;;;;1500;7135.66;153;;500;;37;1500;7325.66;;;;;982.47;;0;0;0;0;9325.66;0;9325.66;0;0;0;;yes;yes;yes;yes;yes;yes;yes;no;no;yes;;;;;;;;;;;;;;;;;52.75;6.33;46.42;;;;;;;;;;;;
Asia;IRN;;Iran (Islamic Republic of);2010;0;4;0;96;10691.98;3627.02;162876;9750.98;941;941;;0;200;;0;25.76;0;0;;6.86;;1000;48.12;;;;;;469.22;;;;;;154.4;150;36.7;31.5;30.2;23;13.8;9.2;1.5;19;;469.3;0;0;0;0;0;0;0;469.3;138.44;38.38;;65.07;18.04;;;;;1500;6134.98;153;;2867;;37;1500;3992.98;;;;1069;3080;;0;0;0;0;10691.98;0;10691.98;0;0;0;;yes;yes;yes;yes;yes;yes;yes;no;no;yes;10691.98;;;;;;;;;;;;;;;;14.35;1.96;12.39;;;;;;;;;;;;
Asia;IRN;;Iran (Islamic Republic of);2015;0;4;0;96;10691.98;3627.02;162876;9750.98;941;941;;0;200;;0;19.23;0;0;;2.11;;1500;48.12;;;;;;469.22;;;;;;154.4;150;36.7;31.5;30.2;23;13.8;9.2;1.5;19;;469.3;0;0;0;0;0;0;0;469.3;138.44;38.38;;65.07;18.04;;;;;1500;5726.98;419;;3000;;46;1500;5726.98;;;;1069;3100;;0;0;0;0;10691.98;0;10691.98;0;0;0;;yes;yes;yes;yes;yes;yes;yes;no;no;yes;10691.98;37;;;142;;;485;;;750;;;1414;;;10.81;1.66;9.15;7.56;;;;;;;;;;;
Asia;IRN;;Iran (Islamic Republic of);2020;0;4;0;96;10751.87;3627.02;162876;9750.98;1000.89;1000.89;;0;200;;0;19.23;0;0;;5;;1800;48.12;;;;;;469.22;;;;;;154.4;150;36.7;31.5;30.2;23;13.8;9.2;1.5;19;;469.3;0;0;0;0;;0;0;469.3;137.67;38.16;;64.7;17.94;;;;;1500;5126.98;419;;3000;;705.89;0;5126.98;;;;1510;3100;;;;;;;;;;;;;yes;yes;yes;yes;yes;yes;yes;no;no;yes;10751.87;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Asia;IRQ;;Iraq;1990;0;0;0;100;804;259;43412.8;743.23;60.77;60.77;0;0;0;0;0;0;0;;;;;;37;37;;37;;;27.5;2.25;;;29.75;;;;;;;;;;;;;0;;;;;;;0;0;53.02;15.11;;24.92;7.1;;;;;;;;;;;804;;;;;;0;0;0;0;0;0;0;804;0;804;0;0;0;;no;no;no;no;no;no;no;no;no;no;;1;0;1;;;;26;7;19;;;;27;7;20;;;;;;;;;;;;;;;
Asia;IRQ;;Iraq;2000;0;0;0;100;818;259;43412.8;754.19;63.81;63.81;0;0;0;0;0;0;0;105.41;52.52;;;;37;37;;37;;;27.91;2.36;;;30.27;;;;;;;;;;;;;0;;;;;;;0;0;52.88;15.07;;24.85;7.08;;;;;;;;;;;818;;;;;;0;0;0;0;0;0;0;818;0;818;0;0;0;;no;no;no;no;no;no;no;no;no;no;;1;0;1;;;;10;1;9;;;;11;1;10;;;;;;;;;;;;;;;
Asia;IRQ;;Iraq;2010;0;0;0;100;825;259;43412.8;758;67;67;0;0;0;0;0;0;0;132;56.93;;;;37;37;;37;;;28.05;2.48;;;30.53;;;;;;;;;;;;;0;;;;;;;0;0;52.69;15.02;;24.77;7.06;;;;;;;;;;;825;;;;;;0;0;0;0;0;0;0;825;0;825;0;0;0;;no;no;no;no;no;no;no;no;no;no;;3;1;2;;;;17;5;12;;;;20;6;14;;;;;;;;;;;;;;;
Asia;IRQ;;Iraq;2015;0;0;0;100;825;259;43412.8;754.65;70.35;70.35;0;0;0;0;0;0;0;180;61.37;;;;37;37;;37;;;27.92;2.6;;;30.53;;;;;;;;;;;;;0;;;;;;;0;0;52.46;14.95;;24.66;7.03;;;;;;;;;;;825;;;;;;0;0;0;0;0;0;0;825;0;825;0;0;0;;no;no;no;no;no;no;no;no;no;no;;4;1;3;4;1;3;8;2;6;;;;16;4;12;0.33;0.13;0.2;;;;;;;;;;;;
Asia;IRQ;;Iraq;2020;0;0;0;100;825;259;43412.8;735.21;89.79;89.79;0;0;0;0;0;0;0;200;65.81;;;;37;37;;37;;;27.2;3.32;;;30.53;;;;;;;;;;;;;0;;;;;;;0;0;51.11;14.57;;24.02;6.85;;;;;;;;;;;825;;;;;;0;0;0;;;;;;;;;;;;no;no;no;no;no;no;no;no;no;no;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Europe;ISL;;Iceland;1990;100;0;0;0;17.07;127.99;10025;10.51;6.56;0;0;6.56;0;;0;0;0;0;0;0;0;7.6;2.85;2.93;;3.05;0.23;3.05;0.03;0.02;0;0.02;0.05;0.03;;;;;;;;;;;;0;;;;;;;0;0;19.62;4.91;;9.81;2.45;;6;84.73;30;2.9;10.03;0.06;2.05;1.92;0.06;0.05;5.6;14;0.41;3.97;0.06;0.35;8.71;0.35;11.33;10.1;1.24;0;5.74;0;5.74;;;;;no;yes;no;yes;no;yes;no;no;no;no;;1;0;1;0;0;0;1;0;1;0;0;0;2;0;2;0.12;;;;;;;;;;;;;;
Europe;ISL;;Iceland;2000;100;0;0;0;29.83;134.44;10025;10.94;18.89;0;0;18.89;0;;0;0;0;0;0;0;0;9.01;2.74;3.35;;3.71;0.22;3.71;0.03;0.07;0;0.07;0.1;0.03;;;;;;;;;;;;0;;;;;;;0;0;14.19;3.55;;7.09;1.77;;6;84.73;30;8.38;11.71;0.06;4.59;4.86;0.17;0.06;14.36;21.16;0.53;9.45;0.17;0.48;21.17;0.48;20.38;16.77;3.61;0;9.45;0;9.45;;;;;no;yes;no;yes;no;yes;no;no;no;no;;0;0;0;1;1;0;0;0;0;1;0;1;2;1;1;0.12;;;;;;;;;;;;;;
Europe;ISL;;Iceland;2010;100;0;0;0;44.67;142.22;10025;11.37;33.3;0;0;33.3;0;22.44;0;0;0;0;0;0;0;10.24;2.64;7.39;;8.71;0.21;8.71;0.03;0.29;0;0.29;0.33;0.03;0.06;;;;;;;;;;0;0.06;0.07;0.05;0.06;0.04;0.03;0.02;0.27;0.33;15.63;3.91;;7.82;1.95;;6;84.73;30;14.36;14.41;0.13;5.97;9.56;0.17;0.07;24.33;29.94;0.73;15.53;0.17;0.6;35.7;0.6;33.89;28.29;5.6;0;10.78;0;10.78;;;;;no;yes;no;yes;no;yes;no;no;no;no;;1;1;0;1;1;0;3;1;2;2;1;1;7;4;3;0.14;;;;;;;;;;;;;;
Europe;ISL;;Iceland;2015;100;0;0;0;48.16;145.94;10025;11.58;36.58;0;0;36.58;0;24.39;0;0;0;0;0;0;0;10.54;3.45;10.59;;12.85;0.21;12.85;0.04;0.47;0;0.47;0.51;0.03;0.06;;;;;;;;;;0;0.06;0.12;0.09;0.09;0.08;0.04;0.03;0.45;0.51;19.86;4.96;;9.93;2.48;;6;84.73;30;16.59;14.85;0.16;6.11;10.15;0.17;0.13;27.16;31.11;0.77;16.26;0.17;0.61;38.99;0.61;37.12;31.07;6.05;0;11.04;0;11.04;;;;;no;yes;no;yes;no;yes;no;no;no;no;;0;0;0;2;1;1;3;1;2;1;1;0;6;3;3;0.12;;;;;;;;;;;;;;
Europe;ISL;;Iceland;2020;100;0;0;0;51.35;149.54;10025;11.79;39.56;0;0;39.56;0;26.33;0;0;0;0;0;0;0;10.86;3.39;15.97;;19.72;0.2;19.72;0.04;0.78;0;0.78;0.82;0.03;0.09;;;;;;;;;;0;0.09;0.19;0.16;0.14;0.13;0.06;0.05;0.73;0.82;23.66;5.91;;11.83;2.96;;6;84.73;30;17.87;15.39;0.17;6.6;10.98;0.18;0.16;29.51;32.98;;17.58;0.18;;41.36;;;;;;;;;;;;;no;yes;no;yes;no;yes;no;no;no;no;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Asia;ISR;;Israel;1990;0;0;1;99;132;34;2164;66;66;0;0;66;0;;0;0;0;0;;0;0;;;;;5.9;;5.9;;0.39;;0.39;;;1.7;1.3;0.3;0.1;0.1;;;;;;;3.5;0.9;0.2;0.1;0.1;0.1;;1.4;4.9;7.6;1.9;0.08;3.57;0.89;0.04;0.01;0.95;;0;;27;;82;;23;;;;;;27;;;;;;;;;;;;;;no;yes;no;yes;no;no;no;no;no;yes;;;;;;;;;;;;;;;;;4;;;;;;;;;0;;;;;
Asia;ISR;;Israel;2000;0;0;1;99;153;33;2164;65;88;0;0;88;0;;0;0;0;0;;0;0;;;;;5.6;;5.6;;0.49;;0.49;;;1.3;1.3;0.3;0.1;0.1;;;;;;;3.1;1;0.2;0.1;0.1;0.1;;1.5;4.6;7.3;1.8;0.09;3.43;0.85;0.04;0.01;0.9;;0;;27;;101;;25;;;;;;27;;;;;;;;;;;;;;no;yes;no;yes;no;no;no;no;no;yes;;;;;;;;;;;;;;;;;3;;;;;;;;;0;;;;;
Asia;ISR;;Israel;2010;0;0;1;99;154;33;2164;66;88;0;0;88;0;;0;0;0;0;;0;0;;;;;5.8;;5.8;;0.51;;0.51;;;1.3;1.3;0.3;0.1;0.1;;;;;;;3.1;1.2;0.2;0.1;0.1;0.1;;1.7;4.8;7.5;1.8;0.08;3.53;0.85;0.04;0.01;0.9;;0;;27;;99;;28;;;;;;28;;;118;3;115;;36;0;0;;;;;no;yes;no;yes;no;no;no;no;no;yes;80;;;;;;;;;;;;;;;;1;;;;;;;;;0;;;;;
Asia;ISR;;Israel;2015;0;0;1;99;165;60;2164;76;89;0;0;89;0;;0;0;0;0;1;0;0;4;;;;5.9;;5.9;;0.53;;0.53;;;;;;;;;;;;;;0;;;;;;;0;0;7.69;1.8;0.08;3.61;0.85;0.04;0.01;0.9;;0;15;26;6;118;;0;;;;;;36;;;129;2;1;;36;0;0;;;;;no;yes;no;yes;no;no;no;no;no;yes;80;1;;;6;1;5;30;10;20;;;;37;11;25;1;0.2;0.8;;;;;;;0;;;;;
Asia;ISR;;Israel;2020;0;0;1;99;140;70;2164;55;85;0;0;85;0;1.89;0;0;0;0;1;0;0;4;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;0;0;;;;;;;;;;0;12;34;3.5;90.5;;0;;;;;;30;39;;;;;;;;;;;;;no;yes;no;yes;no;no;no;no;no;yes;80;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Europe;ITA;;Italy;1990;0;32;0;68;7589.75;1533.33;29414;7061.01;528.75;131.1;123.84;397.65;93;99;0;0;0;0;2527.63;0;0;109.98;109.7;111.5;81.3;134.3;;151.9;774.59;71.01;10.66;60.4;846.26;;148.46;138.54;96.78;57.67;56.49;;;;25.92;;322.39;846.25;;;;;;;0;846.25;84.5;20.8;4.7;42.3;10.4;2.4;3.2;81.7;30;294.55;;93;;;;7202.2;4650.48;6973;645;;;645;;;5041;4442;599;;2548;0.75;;;;;;no;yes;yes;yes;yes;yes;yes;yes;yes;yes;7458.7;;;;;;;;;;;;;;;;36.1;;;;;;;;;;;;;;
Europe;ITA;;Italy;2000;0;32;0;68;8369.25;1649.78;29414;7773.74;595.51;125.45;103.67;470.06;93;76;0;0;0;0;2628.63;0;0;115.86;126.8;126.5;91.6;122.2;;131.3;985.71;72.77;11.49;61.72;1058.71;;187.56;179.94;113.66;74.65;72.15;;;;31.27;;364.5;1023.73;16.91;6.58;5.45;4.42;1.62;0;34.98;1058.71;95.2;23.4;5.4;47.6;11.7;2.7;3.2;81.7;30;305.84;;93;;;;7970.41;5305.28;7427;2874;;27.8;2874;;;5558;4898;660;;2811;0.25;;;;;;no;yes;yes;yes;yes;yes;yes;yes;yes;yes;7858.4;10;5;5;107;44;63;2032;788;1244;;;;2149;837;1312;30.03;;;;;;;;;;;;;;
Europe;ITA;;Italy;2010;0;32;0;68;9028.04;1760.62;29414;8393.77;634.26;124.53;93.43;509.73;93;54;0;0;0;0;2877.44;0;0;140;142.9;141.5;103.6;122.6;;127.3;1199.47;77.76;12.9;64.89;1277.47;;225.82;218.81;133.11;90.67;87.23;69.32;34.96;28.52;37.01;32.44;279.7;1237.59;20.27;7.17;5.95;4.82;1.77;0;39.98;1277.57;105.3;26;6;52.7;13;3;3.2;81.7;30;317.14;;93;;;;8617.9;5960.08;7889;3265;;27.8;3265;1578;;5996;5284;712;;3032;0.04;;;;;;no;yes;yes;yes;yes;yes;yes;yes;yes;yes;8903.8;128;62;66;235;76;159;2319;787;1532;;;;2672;925;1757;36.73;;;;;;;;;;;;;;
Europe;ITA;;Italy;2015;0;32;0;68;9297.08;1813.24;29414;8657.44;639.64;126.44;93.28;513.2;93;54;0;0;0;0;2794.5;0;0;146.81;150.4;148.9;110.4;129;;133.6;1302.08;82.51;13.96;68.56;1384.34;;;;;;;;;;;;;0;;;;;;;0;0;110.6;27.3;6.2;55.3;13.7;3.1;3.2;81.7;30;322.79;;93;;;;8881.29;6287.48;8124;3265;;;3265;;;;;;;;;;;;;;no;yes;yes;yes;yes;yes;yes;yes;yes;yes;9170.6;101;45;56;264;94;170;2114;656;1458;2390;522;1868;4869;1317;3552;39.87;3.35;36.52;10.05;1.19;8.68;20.55;1.27;19.29;0.57;0.38;0.19;8.69;0.5;8.2
Europe;ITA;;Italy;2020;0;32;0;68;9566.13;1865.84;29414;8921.09;644.99;128.34;93.13;516.65;93;54;0;0;0;0;2711.57;0;0;153.61;150.4;148.9;110.4;129;;133.6;1341.73;83.2;14.17;69.02;1424.4;;;;;;;;;;;;;0;;;;;;;0;0;110.6;27.3;6.2;55.3;13.7;3.1;3.2;81.7;30;328.44;;93;;;;9144.69;6614.88;8369;3265;;;3265;;;;;;;;;;;;;;no;yes;yes;yes;yes;yes;yes;yes;yes;yes;9437.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
North and Central America;JAM;;Jamaica;1990;0;0;100;0;521.28;12.08;1083;512.49;8.79;8.79;8.68;0;88.67;;37.47;9.75;0;1.81;4.33;3.08;;2;123.26;123.43;132.03;132.03;22.79;0;63.17;1.16;1.16;0;64.34;0.28;3.09;2.83;2.7;1.99;1.8;1.48;1.48;1.42;1.42;1.35;42.85;62.41;;;;;;1.93;1.93;64.34;158.42;39.6;;74.46;18.61;;;;;8.79;18.97;76.15;0;20.6;0;396.77;430.27;302.86;198.95;521.28;;127.71;98.15;93.15;192;155;37;0;192;137.28;156.16;0;35.84;0;;no;yes;yes;yes;yes;yes;yes;no;no;yes;100.02;;;;;;;;;;;0;;;;;3.63;;;;;;;;;;;;;;
North and Central America;JAM;;Jamaica;2000;0;0;100;0;521;10.84;1083;512.79;8.21;8.21;8.11;0;87.75;;44.78;9.73;0;2.04;5.06;2.02;;2;121.53;121.73;132.92;132.92;22.79;0;62.32;1.09;1.09;0;63.42;0.25;3.04;2.79;2.66;1.97;1.78;1.46;1.46;1.4;1.4;1.33;42.24;61.53;;;;;;1.9;1.9;63.43;156.97;39.24;;73.77;18.44;;;;;8.21;19.66;71.18;0;20.6;0;401.35;431.29;303.17;136.05;521;;128.19;98.72;98.72;232.53;193.52;38.9;0;196.14;92.33;159.82;0;36.32;0;;no;yes;yes;yes;yes;yes;yes;no;no;yes;100.02;1;0;1;;;;18;10;8;8;0;8;27;10;17;1.13;;;;;;;;;;;;0.14;0.05;0.09
North and Central America;JAM;;Jamaica;2010;0;0;100;0;558.45;4.52;1083;550.16;8.29;8.29;8.19;0;85.36;;80.82;9.73;0;2.1;6.4;0.64;;2;113.33;113.62;132.79;132.79;22.79;0;62.35;1.1;1.1;0;63.45;0.1;3.05;2.79;2.66;1.97;1.78;1.46;1.46;1.4;1.4;1.33;42.25;61.55;;;;;;1.9;1.9;63.45;168.85;42.2;;79.36;19.83;;;;;8.29;22.68;69.07;0;20.6;0;437.81;472.55;319.97;136.69;558.45;;129.06;109.01;109.01;273.6;232.53;40.57;0.5;200.59;84.26;163.82;0;36.77;0;;no;yes;yes;yes;yes;yes;yes;no;no;yes;100.02;;;;2;1;1;26;10;16;4;0;4;32;11;21;0.44;0.15;0.29;;;;;;;;;;;;
North and Central America;JAM;;Jamaica;2015;0;0;100;0;577.46;2.62;1083;569.12;8.34;8.34;8.24;0;84.16;;98.89;9.73;0;2.53;6.66;0.42;;2;109.66;109.98;132.71;132.71;22.79;0;62.41;1.11;1.11;0;63.51;0.06;3.05;2.79;2.66;1.97;1.78;1.46;1.46;1.4;1.4;1.33;42.3;61.6;;;;;;1.91;1.91;63.51;163.46;40.85;;76.82;19.2;;;;;8.34;24.52;68.15;0;20.6;0;455.85;493.17;328.7;137.07;577.46;;130.53;109.19;109.19;294;252.1;41.4;0.5;202.82;80.64;165.84;0;36.98;0;;no;yes;yes;yes;yes;yes;yes;no;no;yes;101.6;1;1;0;;;;45;10;35;9;1;8;55;12;43;0.26;;;0.02;;;;;;;;;0.24;;
North and Central America;JAM;;Jamaica;2020;0;0;100;0;596.89;2.62;1083;588.51;8.38;8.38;8.28;0;82.96;;116.89;9.73;0;2.67;7.18;0.42;;2;106.29;106.65;132.64;132.64;22.79;0;62.55;1.11;1.11;0;63.66;0.06;3.06;2.8;2.67;1.97;1.78;1.46;1.46;1.4;1.4;1.34;42.4;61.74;;;;;;1.91;1.91;63.65;158.5;39.61;;74.5;18.62;;;;;8.38;26.26;67.98;0;20.6;0;473.67;513.8;337.8;137.17;596.89;;132.01;109.37;109.37;;;;;;;;;;;;no;yes;yes;yes;yes;yes;yes;no;no;yes;104.72;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Europe;JEY;Desk study;Jersey;1990;0;100;0;0;0.6;0;12;;;;;;0;;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;0;0;;;;;;;;;;;;;;;;0.6;;;;;;;;;;;;;;;;;;;;no;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Europe;JEY;Desk study;Jersey;2000;0;100;0;0;0.6;0;12;;;;;;0;;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;0;0;;;;;;;;;;;;;;;;0.6;;;;;;;;;;;;;;;;;;;;no;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Europe;JEY;Desk study;Jersey;2010;0;100;0;0;0.6;0;12;;;;;;0;;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;0;0;;;;;;;;;;;;;;;;0.6;;;;;;;;;;;;;;;;;;;;no;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Europe;JEY;Desk study;Jersey;2015;0;100;0;0;0.6;0;12;;;;;;0;;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;0;0;;;;;;;;;;;;;;;;0.6;;;;;;;;;;;;;;;;;;;;no;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Europe;JEY;Desk study;Jersey;2020;0;100;0;0;0.6;0;12;;;;;;0;;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;0;0;;;;;;;;;;;;;;;;0.6;;;;;;;;;;;;;;;;;;;;no;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Asia;JOR;;Jordan;1990;0;0;0;100;97.5;51;8878;50.6;46.9;46.9;;0;0;;;0;0;;;;;;29.84;30.05;30.06;30.06;;0;1.51;1.41;1.41;0;2.93;;;;;;;;;;;;;0;;;;;;;0;0;56.9;15.93;;26.74;7.49;;;;;;;;;;;97.5;;;;;;;;;;;;;;;;;;;;no;no;no;yes;yes;no;no;no;no;no;;;;;;;;;;;;;;;;;0.44;;;;;;;;;;;;;;
Asia;JOR;;Jordan;2000;0;0;0;100;97.5;51;8878;50.6;46.9;46.9;;0;0;;;0;0;;;;;;29.84;30.05;30.06;30.06;;0;1.51;1.41;1.41;0;2.93;;;;;;;;;;;;;0;;;;;;;0;0;56.9;15.93;;26.74;7.49;;;;;;;;;;;97.5;;;;;;;;;;;;;;;;;;;;no;no;no;yes;yes;no;no;no;no;no;;;;;;;;;;;;;;;;;0.72;;;;;;;;;;;;;;
Asia;JOR;;Jordan;2010;0;0;0;100;97.5;51;8878;50.6;46.9;46.9;;0;0;;;0;0;;;;;;29.84;30.05;30.06;30.06;;0;1.51;1.41;1.41;0;2.93;;;;;;;;;;;;;0;;;;;;;0;0;56.9;15.93;;26.74;7.49;;;;;;;;;;;97.5;;;;;;;;;;;;;;;;;;;;no;no;no;yes;yes;no;no;no;no;no;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Asia;JOR;;Jordan;2015;0;0;0;100;97.5;51;8878;50.6;46.9;46.9;;0;0;;;0;0;;;;;;29.84;30.05;30.06;30.06;;0;1.51;1.41;1.41;0;2.93;;;;;;;;;;;;;0;;;;;;;0;0;56.9;15.93;;26.74;7.49;;;;;;;;;;;97.5;;;;;;;;;;;;;;;;;;;;no;no;no;yes;yes;no;no;no;no;no;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Asia;JOR;;Jordan;2020;0;0;0;100;97.5;51;8878;50.6;46.9;46.9;;0;0;;;0;0;;;;;;29.84;30.05;30.06;30.06;;0;1.51;1.41;1.41;0;2.93;;;;;;;;;;;;;0;;;;;;;0;0;56.9;15.93;;26.74;7.49;;;;;;;;;;;97.5;;;;;;;;;;;;;;;;;;;;no;no;no;yes;yes;no;no;no;no;no;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Asia;JPN;;Japan;1990;0;50;0;50;24950;0;36456;14663;10287;0;0;10287;3764;1159;149;;;;346;;;145;;124.77;;;;;;;;;3113;;;;;;;;;;;;;0;;;;;;;0;0;74;19;;37;9;;;;;0;0;0;0;0;24950;0;;;;;;;24950;;14597;;;;10354;-1;8611;0;0;1743;;no;yes;yes;yes;;yes;;no;;yes;;26;2;24;147;14;133;1190;128;1062;;;;;;;107.5;;;;;;;;;;;;;;
